no_exp,plot,site_plot,name,N,thin,P,Trial,Region,real_treat,County,lat_wgs84,lon_wgs84,ståndortsindex,age_first,age_last,last_revision,P_kg_ha,N_g_m2,C_m2,N_m2,C.N,org_m2,bd.Cmg_m3,SOL_depth_mm,totN_percent,totC_percent,P_mg_kg,NH4.N_mg_g_soil,NO3.N_mg_g_soil,pine_stand_stem.first,pine_stand_liv.branch.first,pine_stand_dead.branch.first,pine_stand_stump.first,pine_stand_root5cm.first,pine_stand_rootless5cm.first,spruce_stand_stem.first,spruce_stand_liv.branch.first,spruce_stand_dead.branch.first,spruce_stand_stump.first,spruce_stand_root5cm.first,spruce_stand_rootless5cm.first,pine_stand_stem.last,pine_stand_liv.branch.last,pine_stand_dead.branch.last,pine_stand_stump.last,pine_stand_root5cm.last,pine_stand_rootless5cm.last,spruce_stand_stem.last,spruce_stand_liv.branch.last,spruce_stand_dead.branch.last,spruce_stand_stump.last,spruce_stand_root5cm.last,spruce_stand_rootless5cm.last,rev.no.last,pine_thin_stem,pine_thin_liv.branch,pine_thin_dead.branch,pine_thin_stump,pine_thin_root5cm,pine_thin_rootless5cm,spruce_thin_stem,spruce_thin_liv.branch,spruce_thin_dead.branch,spruce_thin_stump,spruce_thin_root5cm,spruce_thin_rootless5cm,pine_thin_stem.rev1,pine_thin_liv.branch.rev1,pine_thin_dead.branch.rev1,pine_thin_stump.rev1,pine_thin_root5cm.rev1,pine_thin_rootless5cm.rev1,spruce_thin_stem.rev1,spruce_thin_liv.branch.rev1,spruce_thin_dead.branch.rev1,spruce_thin_stump.rev1,spruce_thin_root5cm.rev1,spruce_thin_rootless5cm.rev1,tot.stand.pre.start,tot.stand.post.start,tot.stand.end,tot.prod.bio,tot.prod.end.no.thin.res
1006,4,1006_4,Vuollerim,Nxtra,thin,no_P,D,A,thinning+N,Lappland,66.3900168323,20.5327043789,27,29,66,2015,0,50,1889.33860713958,43.6191391211314,43.3144405232952,3508.39798584217,56907789.3716741,33.2,0.56106,24.302,0.083333333333333,0.013935310558659,0.000113936312849,30183.0854722126,13680.5491176504,1543.16413599491,3826.05038444115,4793.42334901297,4363.19883191851,0,0,0,0,0,0,107262.140532664,14134.9827972931,2544.42088729793,9349.22795725816,15278.7503840321,6249.77430680788,0,0,0,0,0,0,Revision_6,70577.2607248045,13938.8693763119,2560.73632343876,6563.47994259191,9780.29448461034,5997.68696631953,0,0,0,0,0,0,72.6149823976162,41.2803241335361,3.95941474344224,10.0028465589142,10.7751624633765,12.4133173432571,0,0,0,0,0,0,58552.9306562139,58422.6626175961,183410.532565682,264237.62468343,133290.772174513
1006,6,1006_6,Vuollerim,no_N,no_thin,no_P,F,A,not_thinned,Lappland,66.3900168323,20.5327043789,27,29,66,2015,0,0,2264.72123727885,42.2236273222574,53.6363496199448,4226.25909929266,65078196.4735302,34.8,0.64859,34.788,0.106666666666667,0.013634548583998,0,30789.9215117882,13296.4511810879,1601.37375466234,3780.5067236987,4459.32856607519,4481.73912251878,0,0,0,0,0,0,183810.805687432,18026.4960208523,5147.15761162286,12245.4016845211,18819.7289179374,10927.7869734147,0,0,0,0,0,0,Revision_6,12542.6499821788,824.855334558543,441.540530288055,635.53425400233,717.01337092197,764.987236905701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58409.3208598312,58409.3208598312,262022.698731025,264903.957604636,219229.861004428
787,4,787_4,HilleE4,Nxtra,thin,Pxtra,G,C,thinning+NP,Gästrikland,60.7940518479,17.2093307229,30,33,75,2015,200,105,3244.11432568668,112.72349622274,28.7793976801107,5372.69723844548,62243175.8573807,52.12,0.46985,13.522,0.086666666666667,0.010192699494749,6.24465701869965E-06,66348.8639434389,14338.1564642022,2804.75617721681,6131.84050129868,8489.99514269929,6406.17505027515,0,0,0,0,0,0,133983.712977495,13882.4983462603,2185.25377261599,11722.2535881675,18737.5944021556,6030.09537798113,0,0,0,0,0,0,Revision_6,191033.67746595,25651.0751532677,5447.09895338415,15589.7722782728,23980.3661306224,12549.8351604342,627.12264167243,122.339980844768,28.8085786466554,45.7645309397475,66.3097850608366,40.3948011788189,16002.4766088627,3034.6895787706,730.315101595681,1347.85068544567,1609.40259098226,1585.96523615608,0,0,0,0,0,0,130416.4523171,109063.005791715,244843.946529166,461723.973924951,161773.718684539
787,5,787_5,HilleE4,no_N,thin,no_P,A,C,thinning,Gästrikland,60.7940518479,17.2093307229,29,33,75,2015,0,0,3006.71252779837,88.1519644180875,34.1082872928177,5398.61765641884,53047151.1608746,56.68,0.4525,15.434,0.093333333333333,0.008550578047196,0,74799.1946154332,13208.5281451075,2959.67784373213,6318.08017399877,8884.78809461308,6486.36891017851,0,0,0,0,0,0,100585.360201089,11260.2778634494,1782.24082966209,8973.4360213133,14442.3460243345,4809.74493854752,0,0,0,0,0,0,Revision_6,192623.67877332,22892.401097278,5810.07243831384,14464.4973156,21559.5299404119,12612.4101272722,2775.59713114419,383.071736609403,257.309114978211,2.18826715443368,91.5401324339094,214.953093751421,34328.2580389231,4266.84727251743,1470.64246998883,2361.43254263558,2669.52293307512,2861.92188907529,0,0,0,0,0,0,163477.184818354,120549.515147849,195608.269693568,415540.655046664,122601.314915514
787,7,787_7,HilleE4,no_N,no_thin,no_P,H,C,not_thinned,Gästrikland,60.7940518479,17.2093307229,31,33,75,2015,0,0,3248.22277418223,97.3245633833243,33.3751589656634,5908.47679319141,63047802.2939097,51.52,0.58975,19.683,0.083333333333333,0.009626647805275,0.000210213347345,98648.8579663035,17727.6509559267,3969.3984075313,8367.17838829596,11631.4605844227,8703.35546329258,0,0,0,0,0,0,126152.006286866,10874.0924609103,2104.58803880065,9414.78203042966,15318.6690189519,5517.79851394318,0,0,0,0,0,0,Revision_6,219428.70462194,17945.3641026997,5460.97790040599,13698.0917094417,21055.0134739903,11654.5910073075,2249.60478251617,285.819681466486,181.920044330161,5.19178453204247,98.8899068201262,148.684507746776,629.98960880113,86.2354581385884,29.4228837221024,45.211187271583,44.43576051294,58.1103949247519,0,0,0,0,0,0,149999.417454069,149195.659108482,221560.197253683,461594.789873099,148545.468817007
787,8,787_8,HilleE4,Nxtra,thin,no_P,F,C,thinning+N,Gästrikland,60.7940518479,17.2093307229,31,33,75,2015,0,105,3366.80016122714,117.899028746306,28.5566403474943,6043.19825732051,55557758.4360914,60.6,0.49267,14.069,0.063333333333333,0.023789794041869,0,66279.978845347,13923.0804676199,2741.46719844731,6078.73570893228,8548.21040088805,6240.64925258069,1327.22786836472,713.13157821273,60.8214263236562,130.729808995501,159.218634914835,206.222290584351,162242.37341218,15330.7288984888,2572.05643764855,13355.303200391,21444.6203334424,7053.51467842287,0,0,0,0,0,0,Revision_6,182459.966215673,24023.7165703526,5170.72969718328,14802.5753227259,22773.4161130989,11869.7687372119,4193.35709342293,1561.12960198702,226.491840810388,27.4902991364374,441.976293145856,479.309495055097,22666.6010513951,4056.90396426981,970.311165457273,1881.95225433561,2434.20137915314,2094.37738753672,559.900185415384,263.946483273251,26.134675837087,8.062144812943,64.7172665518596,79.0233284673633,143530.958826786,112971.807242069,279446.64789937,490028.524240377,193500.461948708
895,1,895_1,Grangärde,Nxtra,thin,Pxtra,G,C,thinning+NP,Dalarna,60.3024672951,14.9602184593,28,35,76,2011,200,105,3061.22729632175,81.375500892593,37.618537062675,5731.63911504061,49824663.0260701,61.44,0.96067,36.139,0.076666666666667,0.051223944136354,0,43816.2107869008,9462.88523911052,1996.22721623155,3948.34423234567,4946.6377939586,4502.6618082812,0,0,0,0,0,0,101401.909508753,11442.1436866622,1959.92480987781,8706.3071285104,14162.3831474545,5088.4524098477,0,0,0,0,0,0,Revision_7,121226.251269883,17442.2682742366,3704.20379152283,10144.6435469923,15514.103451939,8431.20707789402,5507.04554700447,3373.28056797607,370.398948187625,0.861380146767093,294.99640448143,1177.32579182649,0,0,0,0,0,0,0,0,0,0,0,0,68672.9670768283,68672.9670768283,183412.710754233,329947.706743196,123510.285133803
895,12,895_12,Grangärde,no_N,no_thin,no_P,H,C,not_thinned,Dalarna,60.3024672951,14.9602184593,28,35,76,2011,0,0,1259.84135532709,29.5792241560782,42.592102777253,2274.2966790374,22497167.0594123,56,1.0586,45.088,NA,0.022457612707232,8.04517210169879E-05,42052.3097989187,9140.23146197778,1925.41623703333,3796.74707972227,4727.51169229427,4348.64218257573,0,0,0,0,0,0,221043.872751461,19658.483604402,5211.32206359126,14650.4699623595,23412.8303814136,11662.0225598374,8.66133072865716,13.4693397218514,0.614944494852694,1.73145363269874,0.313177739084124,3.75308936834309,Revision_7,19374.1590545879,1718.97583787785,664.376846331539,1156.89581336271,1502.39225774044,1264.45105050572,1419.5041179349,866.62543811522,66.4162664647565,5.19178453204247,164.816511366877,247.807512911293,291.652301896152,57.3350119801228,15.0292662778461,24.880164827588,20.9713726285542,33.3306366370293,1419.5041179349,866.62543811522,66.4162664647565,5.19178453204247,164.816511366877,247.807512911293,68989.9419618202,66487.8564354254,311667.369059638,324119.157150481,260564.148381814
895,2,895_2,Grangärde,no_N,thin,no_P,A,C,thinning,Dalarna,60.3024672951,14.9602184593,27,35,76,2011,0,0,3023.65914116069,76.7510308330441,39.3956811829411,6066.14391989032,56792996.6408845,53.24,0.88728,34.955,0.076666666666667,0.010724605416566,0,42276.3031877295,9895.16202852843,1893.89937865402,3996.8967527999,5264.62053730309,4382.13752227571,0,0,0,0,0,0,94808.8482646214,11003.6092477786,1953.75332156827,8057.57031902048,13154.687569046,4957.32590670155,0,0,0,0,0,0,Revision_7,81107.9659629217,11337.300943759,2512.48722238814,6656.6391690393,10105.2524201178,5633.5097484023,154.650659933983,121.490692107063,9.11182075232361,1.12696983769452,10.9553450923927,37.3564579801987,0,0,0,0,0,0,0,0,0,0,0,0,67709.0194072906,67709.0194072906,161337.960645908,251623.642041068,115823.781152989
895,3,895_3,Grangärde,Nxtra,no_thin,no_P,K,C,not_thinned+N,Dalarna,60.3024672951,14.9602184593,29,35,76,2011,0,105,2912.08353086234,81.9479216643509,35.5357826253349,5486.9077616018,45787476.9003513,63.6,1.0452,37.142,0.076666666666667,0.017687015926355,0.000531425372305,40792.351806844,9060.67670291286,1834.66200665355,3745.15616447116,4829.93791232687,4178.75032183875,720.645179225759,418.178067046131,21.6286637839875,80.8130500074633,156.301903586745,89.2623809775459,206655.657239671,17798.0973913238,4145.43094849024,14241.2835170625,23224.2708766722,9935.33274297929,6386.29871436232,1489.39839790115,175.442586836638,504.812629500198,1061.99757825984,309.814597414519,Revision_7,42325.7719272379,3504.61141590046,1276.73328271728,2500.86780642692,3502.42804268945,2509.58974939621,2267.26704212592,1610.31185143965,102.720630559126,31.3626424381597,304.626288829219,435.796818824562,0,0,0,0,0,0,1214.00657167774,698.776374265595,40.8822835283451,30.3752937876942,230.432435802453,162.540368955425,68142.8371187367,66351.7122582204,304838.026714643,346299.924719058,242840.469096547
895,6,895_6,Grangärde,Nxtra,thin,no_P,L,C,thinning+N,Dalarna,60.3024672951,14.9602184593,29,35,76,2011,0,105,2772.67103781612,73.8577896670998,37.5406717465202,5317.64331273741,46994424.3697647,59,0.96197,36.113,0.08,0.009712780019732,0,35291.6889252346,9068.95282935335,1632.97770750755,3467.73718932515,4472.16473363599,3869.21326096181,0,0,0,0,0,0,113117.383821217,13139.4795804414,2168.49242840674,9975.29622707749,16186.6568319454,5688.79057291794,0,0,0,0,0,0,Revision_7,85498.3411265295,13268.1599745826,2566.4243151009,7578.62793192775,11682.2416071886,6015.12426165089,849.659288587818,556.691933451574,47.9784180795832,1.84369841291931,67.6943014715234,174.620760433577,0,0,0,0,0,0,0,0,0,0,0,0,57802.7346460184,57802.7346460184,191485.04259601,288583.507079424,138400.652057143
900,2,900_2,Grevbäck,Nxtra,thin,Pxtra,G,D,thinning+NP,Västergötland,58.3543108922,14.3012136976,29,36,87,2018,300,120,2922.35148078442,115.750156509822,25.2470628887353,5508.3242962018,56810876.3760579,51.44,1.1576,29.226,0.106666666666667,0.023190621019614,1.95996614996286E-05,50658.0441508599,12399.9181540238,1950.40852461998,5245.4931299033,8031.23126470955,4719.70462364732,0,0,0,0,0,0,120023.653454009,12914.5481549555,1870.04109348873,11103.7085449443,17494.7002210914,5317.12193330827,7419.35355363684,3937.652230897,319.492659049634,730.272610327261,985.177587759982,1096.83515922609,Revision_8,117641.387814998,21738.7804535366,3512.43001880135,11659.191940893,18383.1428387023,8618.59794918016,558.800477542664,396.935901074271,19.8084157933165,16.1752826135031,102.617245949353,92.5884781208811,17977.223597813,3874.42455344575,782.661947944031,1641.47212617859,2194.22080639737,1776.14525052566,558.800477542664,396.935901074271,19.8084157933165,16.1752826135031,102.617245949353,92.5884781208811,114121.430703567,88828.0190375493,226305.157712236,365953.014019899,145911.951247398
900,4,900_4,Grevbäck,no_N,no_thin,no_P,H,D,not_thinned,Västergötland,58.3543108922,14.3012136976,29,36,87,2018,0,0,3910.82833029789,120.69609569378,32.4022770398482,7597.43754922646,49429073.9420866,79.12,1.054,34.152,0.115,0.018726206104125,0.000145500159823,64069.5793250964,13266.5644019708,2571.81216123898,5896.90789940289,8496.35801087676,5872.65577905277,0,0,0,0,0,0,199383.749495838,20932.990912115,3718.03245624449,16475.8685532519,26807.6707831658,9656.14739940057,1006.02644154089,562.14768774524,57.7524002960744,100.996945589247,78.4629706576366,184.245508929789,Revision_8,75884.1406605526,8957.98980864411,2180.11532905921,5699.6793541057,8798.72418819496,4793.21334731822,1647.83067779865,912.458057460783,61.3641472701377,19.2712186321698,272.586153910765,229.087554587174,0,0,0,0,0,0,1647.83067779865,912.458057460783,61.3641472701377,19.2712186321698,272.586153910765,229.087554587174,103087.387832711,100694.822504769,308248.555261995,388420.552052309,240510.64141745
900,5,900_5,Grevbäck,no_N,thin,no_P,A,D,thinning,Västergötland,58.3543108922,14.3012136976,27,36,87,2018,0,0,4141.71583118076,127.6897273203,32.4357794326835,7825.70578786219,51237721.6228548,80.8333333333333,1.1951,38.764,0.083333333333333,0.015539290150637,1.69397450753187E-05,47727.2605468248,12107.7263934458,1879.50798794046,4993.24601457875,7583.41571180839,4567.7518290417,1335.03005657422,783.21011491909,37.5812453378862,154.100291146966,309.778724671747,158.942392636329,129473.642066692,16685.9611217828,2287.00128191036,12973.538494763,20555.3248881352,6376.29483925429,527.592240051454,376.751040901481,34.2816168416608,62.4711679278203,29.9369364700061,124.532475122245,Revision_8,86450.0332229359,16804.1525465523,2732.92007729755,8669.12513185765,13571.4672202749,6643.70891193166,4618.67442303422,2573.68869702127,125.883494093858,673.747978078857,1077.91756477768,509.383511141338,10743.5510946632,2140.09046777588,488.936975560283,928.585570888234,1134.17936521414,1077.47167820053,1535.70103054658,947.092784737707,53.3743626848982,22.801526739573,283.528372116082,222.994060566956,102070.336216254,85307.1118826516,226904.440852047,333958.03094885,161420.142965148
900,8,900_8,Grevbäck,Nxtra,thin,no_P,F,D,thinning+N,Västergötland,58.3543108922,14.3012136976,29,36,87,2018,0,120,4569.60852693074,162.05382757376,28.1980906921241,8893.00148593131,47759286.4436741,95.68,1.3408,37.808,0.07,0.02024873697116,0,52824.6660356881,12093.2054906901,2011.40872103891,5280.93322966012,8053.56053985654,4790.99889338807,0,0,0,0,0,0,164884.985282742,19685.5137616172,2585.37911219456,16598.8486795911,25787.1806870427,7492.510111856,9704.64921769192,3727.62503191864,555.84129724692,774.163685262587,777.14829976664,1314.34980533443,Revision_8,88457.7771182695,17959.1272249536,2937.67547242064,8918.77062265646,13812.1326647178,7091.94986218102,973.3221172025,633.072739380571,40.1328031551831,8.7602026807983,140.715884896028,165.448708898853,15923.1077075301,3143.45978534708,706.715291370597,1378.81141394343,1748.17969170007,1558.74503746576,973.3221172025,633.072739380571,40.1328031551831,8.7602026807983,140.715884896028,165.448708898853,112868.54062246,90055.4338499067,290204.133224817,395027.080393677,203754.726836145
902,1,902_1,Kloten1,no_N,no_thin,no_P,H,C,not_thinned,Dalarna,60.0107542438,15.2969023362,25,37,75,2007,0,0,2911.93813874521,69.3900719756255,41.9647660801978,5669.06621570815,41575358.9198345,70.04,0.87359,36.66,0.056666666666667,0.010075957061206,0,40332.6183983849,9430.20362637557,1723.21784675679,3879.20238910781,5413.78459244767,4017.45828685069,0,0,0,0,0,0,135751.456110773,19244.7276805038,3368.15409386049,12199.742180133,19928.3692683931,8261.5282965615,45.0922140366245,70.222991287599,3.52774660970273,9.25820678715809,1.18854816455965,20.3196154417092,Revision_6,28788.7812470012,4148.715755427,1062.52811821797,2182.9386396407,3002.32497168831,2267.2553401105,430.672221355895,221.263190727787,13.1039464634426,64.709773764635,89.2342481370656,48.4092996648044,5107.92213933039,1129.65794335785,238.446524962797,463.01559880218,560.097561523005,540.273514787749,430.672221355895,221.263190727787,13.1039464634426,64.709773764635,89.2342481370656,48.4092996648044,74195.155317924,66562.2251366029,214799.667906678,241223.523704752,170564.080065271
902,10,902_10,Kloten1,Nxtra,thin,no_P,F,C,thinning+N,Dalarna,60.0107542438,15.2969023362,25,36,74,2007,0,120,3955.11590848442,109.752135750726,36.0368013016845,7219.7729448994,49516318.1030913,79.875,0.83584,30.121,0.056666666666667,0.011162486524257,0.000263303827949,33180.5761064745,8365.81704946631,1406.49455826602,3341.1461287856,4782.38533049502,3356.34668622505,47.6322812288521,48.085278814636,1.95093081431306,6.83240420627274,7.11064752550221,11.4592953547414,95468.5121701363,15189.2860747421,2102.91203794273,9966.23627222629,16136.956169161,5578.93681536706,683.339143396164,625.453254367776,48.5758622726866,96.402699159519,28.8921442220449,202.32779060393,Revision_6,48424.3286312309,11414.4044833025,1821.17773048489,5002.70919329959,7512.27999777337,4428.14769573185,201.569526991553,194.784706467882,6.49897498387545,27.9933112716154,43.6818720828541,40.2646332164342,7683.22967004051,1947.26279825834,369.468506659188,740.583401564959,886.213404564521,870.484818976904,41.40765496771,61.8948672744315,1.45714580037573,5.19178453204247,8.24082556834385,12.3903756455647,68041.756394841,57078.9413085091,168559.516161736,225245.671190435,122726.946555047
902,4,902_4,Kloten1,Nxtra,thin,Pxtra,G,C,thinning+NP,Dalarna,60.0107542438,15.2969023362,28,36,74,2007,300,120,3902.32232912834,105.045923041723,37.1487271103171,7364.26553002735,57863616.9799576,67.44,1.1195,41.588,0.076666666666667,0.011051696584259,0,34016.2516530855,7959.55619130428,1417.37886112483,3307.05280094085,4733.58548018384,3322.09825065133,46.9852017684065,39.0106093279067,2.13147919166611,5.98452201685503,5.78473014800002,10.2844880073504,114689.941495624,15464.7778374763,2227.8816096046,11296.1564659036,18159.6653127562,6009.9764117151,1401.96117811602,1228.14904418411,83.1266408421676,186.972522712866,96.2530196204906,368.870245956493,Revision_6,51865.6932506212,11849.2212935421,1986.38817406691,5256.69173452976,7811.14129386342,4736.71892268528,277.75742356967,166.964058915967,10.7569252787142,27.54975492285,43.945267236038,42.3671833813189,10878.2093907174,2421.66371635865,511.405420353045,987.444535419946,1181.61787275269,1160.64642530254,120.292024296266,82.0546221147568,4.5479394408433,12.499660705916,20.0029389576579,20.1107906961183,73407.1352394731,58248.4264915856,194773.252106889,255288.927067125,143678.757408608
902,6,902_6,Kloten1,Nxtra,no_thin,no_P,K,C,not_thinned+N,Dalarna,60.0107542438,15.2969023362,27,37,75,2007,0,120,4965.53578068446,142.135888951859,34.9351301581987,9956.42929592955,59624589.1052409,83.28,1.1947,41.737,0.055,0.011900174541824,0,41254.3450586194,9404.11179433893,1702.17636549857,3967.61110933388,5698.00299903305,3968.42838191843,216.867807380035,167.339595261024,9.7725659340641,26.4503347933048,27.0412157879103,44.6338690971589,160705.257213327,20488.641852662,3469.97780360518,14324.5694560364,23386.1112338596,8813.02383413609,74.6927978263403,101.761513040676,5.84150633862384,14.0188487119555,2.07692978598604,30.6320663568308,Revision_6,36010.2614543816,5990.59847663147,1293.35998429121,2989.88909722259,4326.51284638396,2893.34331721739,442.221387013634,279.290718977014,17.8267715779971,10.296110097801,66.1225446237,72.3295755535678,7284.00196189429,1893.22795120357,341.234962784063,716.981935250583,909.053439684035,810.547419482194,0,0,0,0,0,0,79252.3761867766,68923.3638914125,250557.490314565,285808.657339659,198988.44632563
902,7,902_7,Kloten1,no_N,thin,no_P,A,C,thinning,Dalarna,60.0107542438,15.2969023362,24,37,75,2007,0,0,3249.22560382756,71.3178165828154,45.5598020174175,6114.24563606228,55599342.9813066,58.44,0.79805,36.359,0.063333333333333,0.00860318256091,0,34307.4852472468,9091.36426216311,1455.42815254305,3552.81146038735,5135.30773528012,3522.94501810731,44.6148761602813,36.076534293434,2.08377482975804,5.59122350149296,5.19456904000855,9.72550445035191,84000.6235401145,14064.8663279906,2014.33144037099,8683.45369534478,14157.0557024867,5219.92005060578,0,0,0,0,0,0,Revision_6,50538.0225568154,12887.4215516844,1922.52976534436,5475.33018364147,8170.88539572946,4776.20678830422,82.2080358311616,55.826639835356,3.48671392604136,7.09676105975576,11.3727596367739,14.7301636131679,10559.6000238519,2675.3849805395,514.556200706851,1014.22403835419,1178.53802241887,1212.59348104775,0,0,0,0,0,0,75536.1185859699,60573.9838998239,151815.792859504,212085.368072335,108763.275003821
912,1,912_1,Tidersrum,no_N,no_thin,no_P,H,D,not_thinned,Östergötland,57.7985939319,15.541181721,25,40,87,2016,0,0,2475.51024038542,61.5590817823304,40.2135666860447,4726.58608378326,53489849.6193911,46.28,0.98049,39.429,0.063333333333333,0.025001625888386,0,46844.6118873255,10058.3275398162,2053.19012700968,4258.97018699171,5638.02263247425,4649.0266306648,0,0,0,0,0,0,174354.303586287,19295.2669753567,4141.64908320872,13404.9722080718,21774.5619683527,9744.00162794581,0,0,0,0,0,0,Revision_6,35163.6814923676,3262.90545831812,1133.99043655629,2178.51923304059,3019.9070227672,2235.5864636364,0,0,0,0,0,0,75.7424971217177,29.9533505613779,4.0427809545329,8.84367473518689,9.16596215928283,11.1510039859844,0,0,0,0,0,0,73652.1992777863,73531.3096451626,259892.769796613,289709.345555909,211196.191852924
912,4,912_4,Tidersrum,Nxtra,thin,Pxtra,G,D,thinning+NP,Östergötland,57.7985939319,15.541181721,24,41,88,2016,300,120,2963.17027871444,88.489132946541,33.4862618724559,5655.41082914349,49885021.5271791,59.4,1.1792,39.487,0.07,0.031540535481906,0.000272332482433,29942.4486782435,7561.23910086588,1301.11208303155,2985.81032373752,4166.97359539911,3092.22546927296,0,0,0,0,0,0,91272.899022171,14313.6160646225,1952.58891587143,9583.00163356683,15463.4538658858,5227.61443441449,0,0,0,0,0,0,Revision_6,67829.0132736083,15530.2886174381,2530.41235696422,6909.29428589546,10355.2721255858,6118.0295830799,0,0,0,0,0,0,15484.779743188,3850.96809350912,729.247159908541,1487.41476613146,1841.8636017072,1709.38602956512,0,0,0,0,0,0,75862.854674125,54088.4736479543,166423.384365508,247085.484179104,117122.105636232
912,6,912_6,Tidersrum,Nxtra,thin,no_P,F,D,thinning+N,Östergötland,57.7985939319,15.541181721,24,41,88,2016,0,120,3221.39761988784,89.5089397400833,35.9896746541983,6092.42982141114,53797555.4423487,59.88,1.0266,36.947,0.066666666666667,0.025615602006694,5.34404682044324E-05,26093.4248629845,7219.78397591824,1207.3911452115,2666.78193178616,3512.62386669239,2923.81962551839,0,0,0,0,0,0,89053.257030518,14045.0331043471,1901.85139583733,9400.78844142268,15158.4310059282,5102.30102147933,0,0,0,0,0,0,Revision_6,64143.8323092351,15540.8738283311,2429.42824229717,6720.45471473688,10031.1831098012,5957.29795931519,0,0,0,0,0,0,7800.88949420938,1981.81148253303,397.252896903689,744.71113160408,764.041283338674,942.681619154057,0,0,0,0,0,0,57197.8949350081,46075.2594422079,162472.898804865,239484.732163249,114400.929972125
912,7,912_7,Tidersrum,no_N,thin,no_P,A,D,thinning,Östergötland,57.7985939319,15.541181721,23,43,90,2016,0,0,2474.37617265478,61.2917557142915,40.37045674118,4770.02395036694,52556843.0895238,47.08,0.90051,36.354,0.07,0.023263353231055,2.33243553913089E-05,31318.8892866247,7322.69599775376,1338.10476736796,3012.25943093599,4203.88576307489,3119.61723031967,0,0,0,0,0,0,78868.2159900005,13343.9238649754,1885.89382138361,8229.96717630684,13409.4413572969,4905.24782080493,0,0,0,0,0,0,Revision_6,60166.5658844972,12255.3046434275,2251.93693338895,5707.4541024495,8414.08450554539,5242.62576133784,1056.01349167635,579.450435848804,37.7080304997653,24.3439204312582,184.497157106384,141.479927612979,14453.2343081713,2961.24879876444,667.816576255984,1263.17302361017,1515.2120312362,1481.82630950074,1056.01349167635,579.450435848804,37.7080304997653,24.3439204312582,184.497157106384,141.479927612979,76021.8028686791,54925.9848455747,145262.423226057,216704.15482459,102328.000852666
918,3,918_3,Stångtjärn,Nxtra,no_thin,no_P,K,C,not_thinned+N,Dalarna,60.6311561459,15.5600155376,25,48,84,2007,0,120,4437.43608190387,125.922424858029,35.2394427514149,8345.20952116007,44714188.6528,99.24,1.3782,48.567,0.066666666666667,0.014550676416256,0,52536.9816415625,10768.8515373587,2413.75415908701,4597.58130043045,5578.08552699258,5357.79219956213,0,0,0,0,0,0,188779.331134859,20917.4480316783,4618.37996201308,14346.1946776965,23212.9478036682,10727.3684447294,0,0,0,0,0,0,Revision_6,49298.9192004656,4585.65209479028,1773.81658664995,2989.12909868872,3784.88114368867,3365.10979322932,0,0,0,0.513966232437511,0.646572818302861,3.51712921520287,0,0,0,0,0,0,0,0,0,0,0,0,81253.0463649934,81253.0463649934,283472.836203246,328403.855640423,228661.353806247
918,4,918_4,Stångtjärn,no_N,no_thin,no_P,H,C,not_thinned,Dalarna,60.6311561459,15.5600155376,25,48,84,2007,0,0,2647.97685091268,62.6363979677437,42.2753692234397,5069.61799075576,53646208.4868857,49.36,1.0495,44.368,0.08,0.013490966716266,0,67056.2494611218,11978.6090318003,2863.98834836248,5564.76120829452,7215.76286910413,6181.89332035172,0,0,0,0,0,0,157687.911445118,19139.3713344411,4168.46377931594,12349.0413244951,19851.024795918,9576.22562660542,0,0,0,0,0,0,Revision_6,35234.1570248323,3557.17317485562,1344.86008738038,2195.27936771337,2656.24891198662,2555.98550159806,58.9702122115136,14.8572603202364,5.6873347000913,0.599731068945796,1.53836165208468,7.62239152048141,0,0,0,0,0,0,0,0,0,0,0,0,100861.264239035,100861.264239035,239765.538198039,270405.017665733,193344.78788337
918,5,918_5,Stångtjärn,Nxtra,thin,Pxtra,G,C,thinning+NP,Dalarna,60.6311561459,15.5600155376,25,48,84,2007,300,120,4269.82380885634,126.951558586672,33.6334886817577,8576.95028609243,57513790.5287761,74.24,1.2016,40.414,0.076666666666667,0.04933369195923,0,46853.4634302526,9375.33873626948,1982.78847083534,4147.57875019782,5621.63561540935,4429.15613796036,0,0,0,0,0,0,98882.1603906128,13358.6406308147,2067.85335786744,9366.99753768156,15216.9721121594,5399.98117165286,0,0,0,0,0,0,Revision_6,105135.743213966,15399.3189907135,3447.69689810333,8694.1134499392,12842.2781434226,7710.61831030919,0,0,0,0,0,0,10877.5804039133,1713.90622308429,545.732416917945,839.426717877185,697.200965518536,1127.99638516441,0,0,0,0,0,0,89339.8006385651,75074.5852094851,178939.596276113,297522.374207243,123675.651916977
