no_exp,plot,site_plot,name,N,thin,P,Trial,Region,real_treat,County,lat_wgs84,lon_wgs84,ståndortsindex,age_first,age_last,last_revision,P_kg_ha,N_g_m2,C_m2,N_m2,C.N,org_m2,bd.Cmg_m3,SOL_depth_mm,totN_percent,totC_percent,P_mg_kg,NH4.N_mg_g_soil,NO3.N_mg_g_soil,pine_stand_stem.first,pine_stand_liv.branch.first,pine_stand_dead.branch.first,pine_stand_stump.first,pine_stand_root5cm.first,pine_stand_rootless5cm.first,spruce_stand_stem.first,spruce_stand_liv.branch.first,spruce_stand_dead.branch.first,spruce_stand_stump.first,spruce_stand_root5cm.first,spruce_stand_rootless5cm.first,pine_stand_stem.last,pine_stand_liv.branch.last,pine_stand_dead.branch.last,pine_stand_stump.last,pine_stand_root5cm.last,pine_stand_rootless5cm.last,spruce_stand_stem.last,spruce_stand_liv.branch.last,spruce_stand_dead.branch.last,spruce_stand_stump.last,spruce_stand_root5cm.last,spruce_stand_rootless5cm.last,rev.no.last,pine_thin_stem,pine_thin_liv.branch,pine_thin_dead.branch,pine_thin_stump,pine_thin_root5cm,pine_thin_rootless5cm,spruce_thin_stem,spruce_thin_liv.branch,spruce_thin_dead.branch,spruce_thin_stump,spruce_thin_root5cm,spruce_thin_rootless5cm,pine_thin_stem.rev1,pine_thin_liv.branch.rev1,pine_thin_dead.branch.rev1,pine_thin_stump.rev1,pine_thin_root5cm.rev1,pine_thin_rootless5cm.rev1,spruce_thin_stem.rev1,spruce_thin_liv.branch.rev1,spruce_thin_dead.branch.rev1,spruce_thin_stump.rev1,spruce_thin_root5cm.rev1,spruce_thin_rootless5cm.rev1,tot.stand.pre.start,tot.stand.post.start,tot.stand.end,tot.prod.bio,tot.prod.end.no.thin.res
918,6,918_6,Stångtjärn,no_N,thin,no_P,A,C,thinning,Dalarna,60.6311561459,15.5600155376,24,48,84,2007,0,0,3893.07953536903,96.1995364124597,40.4687972577881,7637.91053486322,55806759.3946249,69.76,0.9919,40.141,0.056666666666667,0.008932892445353,0,51205.6845739014,9466.91888522891,2067.30349493752,4408.18453307705,6152.02794596326,4565.29350778488,0,0,0,0,0,0,98289.9348440842,14355.3469741131,2364.78784208799,9168.05435986041,14988.0528273003,5919.54001168233,0,0,0,0,0,0,Revision_6,69097.3726601362,10304.8687773914,2568.80710273768,5496.47758106655,7641.68812183238,5504.61705466129,0,0,0,0,0,0,13482.3792229039,1950.2791462192,648.930031345379,994.306635694084,921.132231924846,1301.41290873528,0,0,0,0,0,0,98465.2660264509,81082.2647172472,169648.039628371,245699.548156954,124178.124020146
918,8,918_8,Stångtjärn,Nxtra,thin,no_P,F,C,thinning+N,Dalarna,60.6311561459,15.5600155376,24,48,84,2007,0,120,3696.21778850504,103.504600140507,35.7106619752884,6903.02052843153,44857011.9964204,82.4,1.2221,43.642,0.066666666666667,0.014938713740857,0,45837.239282244,9628.78356417931,1895.91623517053,4203.8707325781,5911.68513337538,4315.84526806438,0,0,0,0,0,0,92000.7733146721,13250.3567368477,2050.30954128493,8843.50400438029,14412.1505754249,5285.90430575528,0,0,0,0,0,0,Revision_6,108615.706070235,18502.4094330124,3723.40896667504,9736.64010547223,14514.5694940855,8497.67391776544,0,0,0,0,0,0,19632.2731784283,3191.50383710692,942.790706542171,1525.82422387725,1516.36246668404,1953.79574943509,0,0,0,0,0,0,102509.686127121,76789.3226556081,173877.786301444,299433.40646561,116144.943597185
922,1,922_1,Aneby,Nxtra,thin,no_P,F,D,thinning+N,Östergötland,57.8889196829,15.0204130795,26,46,96,2018,0,120,3118.30208585981,111.489172932331,27.9695507989147,6066.0952183617,44854748.0704806,69.52,1.3268,37.11,0.08,0.040797264179601,0.009745026297221,50686.2562374039,8915.66953911117,1807.93473615677,4444.96858339188,6736.32808424176,4083.162419241,0,0,0,0,0,0,100852.688999286,12098.9579616467,1748.4331312156,9629.34242077946,15325.6436082625,4840.07768642553,216.256913713851,198.437965123664,13.7715878070175,29.9865534472898,12.3068932166775,60.9791321638513,Revision_8,101623.007534,16192.2930771523,2869.64718011265,9425.70970510419,14910.9955481147,6885.23647887671,4865.06234782875,2436.02416180232,175.984061933301,26.8049948831043,822.67319608071,608.103411832986,14207.5339856359,2371.61973284361,562.430199302716,1162.02392750663,1609.56931325307,1212.01641676838,4865.06234782875,2436.02416180232,175.984061933301,26.8049948831043,822.67319608071,608.103411832986,107338.078354153,82115.5108598714,182485.504742243,305868.42455081,124329.422512928
922,4,922_4,Aneby,no_N,thin,no_P,A,D,thinning,Östergötland,57.8889196829,15.0204130795,25,46,96,2018,0,0,2354.48402496929,58.7118455992912,40.1023677749574,4561.29234912246,52743817.763649,44.64,0.96124,38.548,0.073333333333333,0.016381434970063,1.75624314573624E-05,48190.0020254032,8696.56021207116,1807.20764530631,4205.21928235233,6204.63555461691,4046.43037879447,0,0,0,0,0,0,95691.9679168741,12504.9053435168,1939.36773379822,8984.38723230503,14570.0160700363,5096.3216718592,1736.61428809472,906.040731270688,95.458627567874,166.961475647083,148.802875241096,293.931526893596,Revision_8,78895.8287941328,12717.9839003531,2385.29016967149,7109.08643537244,11146.0386443946,5601.17370300964,4516.93553610293,3367.35114399186,203.804561615391,4.50938677614001,561.741154514674,905.284333024567,7645.76485446649,1387.73424005139,326.410773900148,640.218504561044,834.513443793009,707.740091241107,4516.93553610293,3367.35114399186,203.804561615391,4.50938677614001,561.741154514674,905.284333024567,94054.5188807997,76804.0620124549,172264.999295163,269549.803256064,119120.628226494
922,8,922_8,Aneby,Nxtra,thin,Pxtra,G,D,thinning+NP,Östergötland,57.8889196829,15.0204130795,27,46,96,2018,300,120,2638.42843592873,98.0371702340467,26.9125315391085,5085.58271608361,44358245.3922113,59.48,1.189,31.999,0.096666666666667,0.048945928176796,0.001757268078576,39920.3681339906,7561.74249501431,1577.72716949004,3511.61276800936,5026.38458205089,3527.58886409368,85.0260038365081,62.9770101390227,3.41615845906806,10.205246598662,12.9434533103719,15.8046656934727,101260.537154831,12171.2198662013,1725.11066528204,9778.12030156429,15499.5781575167,4816.44094886496,309.357974066232,232.688115286103,14.3387009050524,37.1323100215365,36.5856632919893,63.4264284936315,Revision_8,101767.524411086,15772.9278449797,2946.91167193493,9136.29642755903,14295.4452519345,6984.03350329185,9810.63896686562,6560.80675336373,429.380220575967,14.2857211699425,1285.5326237433,1769.2377382866,10601.767464549,1833.26837884089,463.415363329327,860.039923274101,1067.40827490743,986.235998165705,9691.31790407699,6510.08838470601,423.611733791047,6.22357635699954,1272.58917043293,1753.43307259312,96017.9987212821,67261.7265664163,184182.382072681,316717.557421116,124934.987987878
922,9,922_9,Aneby,no_N,no_thin,no_P,H,D,not_thinned,Östergötland,57.8889196829,15.0204130795,25,46,96,2018,0,0,2913.42828471017,73.0544329649546,39.8802395209581,5546.71598429188,49180085.8323796,59.24,1.0354,41.292,0.073333333333333,0.024778956859571,0.009654806622957,59651.172153173,10131.388934597,2325.92272202187,4952.96376277284,6990.82671002112,5062.77083872128,0,0,0,0,0,0,226007.835945003,22298.0388556084,4702.04867752213,16941.2165168023,27677.106497412,11435.1544412847,2710.63056687259,1286.70457125603,180.516275826755,248.056279255504,155.059936251298,473.725860419437,Revision_8,32109.0813456989,3189.03909730865,978.439845280145,2069.99150214081,3021.26590892098,2010.98130944445,12030.4593870668,6703.65185235333,530.917893717097,8.062144812943,1540.27094393426,1880.75521752325,0,0,0,0,0,0,12030.4593870668,6703.65185235333,530.917893717097,8.062144812943,1540.27094393426,1880.75521752325,109928.407343192,92544.1334275775,335608.850031156,380189.010871716,269949.139994936
923,1,923_1,Bottnaryd,no_N,no_thin,no_P,H,D,not_thinned,Småland,57.8465370331,13.872297001,27,41,85,2017,0,0,5161.08742699216,128.322752060232,40.2195818288689,9828.24236152527,54695712.4522272,94.36,0.95272,38.318,0.06,0.010901308970229,0.000288507000131,56302.1132038253,10898.4811428368,2527.611358902,4810.78723474245,5952.60826275416,5534.04303487435,0,0,0,0,0,0,208485.932216112,21423.7262924248,4565.56589974007,15744.6754501536,25682.0306187234,10947.425056783,0,0,0,0,0,0,Revision_6,56590.7571915605,6345.4412536045,1991.14328361104,3887.67233894275,5227.91598031328,4009.9868248339,1291.94449576987,815.046071801354,59.2461530903075,5.4362264291539,155.606468812233,228.785107246132,960.331734641018,145.100674873813,50.0918780699724,75.5458230522871,44.0126545755342,105.795190308597,1291.94449576987,815.046071801354,59.2461530903075,5.4362264291539,155.606468812233,228.785107246132,89839.5967996677,86640.8257083589,311312.183537298,367458.336929952,250219.899858431
923,4,923_4,Bottnaryd,no_N,thin,no_P,A,D,thinning,Småland,57.8465370331,13.872297001,26,41,85,2017,0,0,4278.02146008358,109.042524735327,39.2325972868601,8060.28355745939,57438526.5854401,74.48,1.0099,39.621,0.055,0.011594437450317,0,49481.9462392251,9714.14041907656,2060.26469058155,4358.48248711341,5985.02257844615,4593.54186415607,0,0,0,0,0,0,94301.7094592534,11862.8360584627,1979.16880750641,8442.24664825187,13763.8041551954,5074.92227142228,0,0,0,0,0,0,Revision_6,113004.856526916,16918.0233580866,3666.01534282096,9526.18702555591,14274.8337354147,8239.96521523091,511.527901705018,385.123809545799,23.006843688295,4.50938677614001,63.9958277295199,103.133658192672,14256.8884922667,2125.59147508463,663.298758278743,1064.08058471975,1101.44670421486,1341.00435284213,511.527901705018,385.123809545799,23.006843688295,4.50938677614001,63.9958277295199,103.133658192672,99074.8767682926,79871.5687930739,172712.234520414,302145.866031755,116585.960973474
923,5,923_5,Bottnaryd,Nxtra,thin,no_P,F,D,thinning+N,Småland,57.8465370331,13.872297001,26,41,85,2017,0,105,5532.88039852631,150.872831273216,36.6724767596282,10436.5300525714,55064494.4120851,100.48,1.2048,44.183,0.056666666666667,0.01177207118575,0,44690.7264944222,9521.51251904313,1868.81532173422,4114.30556420525,5741.89274956571,4260.94060726589,0,0,0,0,0,0,97146.6943720299,12536.6224099521,1928.0591511292,9134.17001870361,14784.8907954096,5099.77463685987,0,0,0,0,0,0,Revision_6,110054.976881052,17165.9375857866,3444.70367365448,9632.84959956214,14670.5599431659,7939.36668652031,1619.55784460203,898.713053703315,64.1613949536995,13.9860606845237,245.398317949338,235.225955034888,12996.6702278224,2166.86664553412,602.268886911413,1024.06456163506,1123.68816292951,1254.71089533551,1619.55784460203,898.713053703315,64.1613949536995,13.9860606845237,245.398317949338,235.225955034888,93462.9902036329,74095.2672098052,178467.372583861,306615.648380754,120745.545951815
923,6,923_6,Bottnaryd,Nxtra,thin,Pxtra,G,D,thinning+NP,Småland,57.8465370331,13.872297001,27,41,85,2017,200,105,5305.00373045078,159.260092322564,33.3103142983621,9936.80976791218,57839116.1191755,91.72,1.1295,37.624,0.056666666666667,0.009052922080015,0,45348.5354475798,9799.9326292024,1917.01224956562,4191.02859951148,5802.79484523942,4378.53248849082,0,0,0,0,0,0,108699.59290966,13999.1415851772,2071.32683539812,10432.4353135253,16784.1217933627,5577.91351917753,0,0,0,0,0,0,Revision_6,94109.8131666996,16286.4653402686,3276.44166933968,8429.33290174287,12434.6076281283,7483.69920846108,1945.83194865426,1186.44045655355,74.6864762978746,13.9860606845237,312.325131935521,299.378488226222,13871.1523273716,2389.04314878146,679.939930064548,1107.98213635251,1056.05975368155,1429.41249140685,1945.83194865426,1186.44045655355,74.6864762978746,13.9860606845237,312.325131935521,299.378488226222,96934.1086127807,75656.9803218767,192115.774894657,303417.540433293,135202.496643761
926,3,926_3,Vänjaurbäck,no_N,thin,no_P,A,A,thinning,Lappland,64.3975053746,18.5766262684,23,49,95,2015,0,0,2854.96343049586,58.1723405613452,49.0776785487113,5304.54206435049,63613267.1679113,44.88,0.78606,38.578,0.066666666666667,0.017457270676864,0,49725.9484387203,10748.2600479098,1831.50578600011,4876.77374472954,7508.76062208253,4334.24869764505,0,0,0,0,0,0,79876.6544429039,11509.6573268257,1794.37175574072,7647.96633102604,12471.265714129,4610.64543983412,5.42286397701662,10.1943949883216,0.409744677781651,1.2509862917037,0.149004490254112,2.75089023537478,Revision_6,77073.691242882,12929.1770385934,2344.34406231328,7112.82186875931,11207.7605418642,5544.95842072102,83.2832347240165,140.616776742753,3.42120036205563,2.06829615563731,12.2927634497815,29.7665854765108,14277.3922679816,2696.91937346476,570.526202448567,1248.77923253186,1768.95939300722,1270.91776136163,83.2832347240165,140.616776742753,3.42120036205563,2.06829615563731,12.2927634497815,29.7665854765108,102371.591600679,83358.2813690699,146448.301921145,234414.940927164,100828.649856496
926,4,926_4,Vänjaurbäck,Nxtra,thin,Pxtra,E,A,thinning+NP,Lappland,64.3975053746,18.5766262684,24,49,95,2015,300,80,4587.63182006988,112.458696611713,40.793926644105,8685.82396040917,57575700.5530858,79.68,1.0933,44.6,0.1,0.020669892474666,0,44607.1034295345,9960.52935753503,1669.59686836974,4428.60130630388,6793.5025001393,3968.3338957989,0,0,0,0,0,0,92518.5334144819,12489.8116085359,1826.74281546123,9038.40416402111,14568.7461742821,4893.26571876253,876.478385019814,795.378074993552,59.5362595947248,121.934599189084,42.1219083526704,252.619855559428,Revision_6,88345.0602814003,15213.3559223179,2616.09210794235,8358.60310987067,13286.1306760722,6304.63198993117,696.039343984738,544.58373424064,27.0136233502673,8.7602026807983,112.572707916822,132.358967119083,15896.4266346669,3392.24537659054,640.603491941417,1486.38030485593,2148.44507292332,1473.88516063673,696.039343984738,544.58373424064,27.0136233502673,8.7602026807983,112.572707916822,132.358967119083,99328.5081721062,76790.0697738141,170327.276495048,273128.775645081,115873.4920025
926,5,926_5,Vänjaurbäck,Nxtra,no_thin,no_P,K,A,not_thinned+N,Lappland,64.3975053746,18.5766262684,25,49,95,2015,0,80,3134.58458412377,73.2310382522281,42.8040440083259,6020.44520723703,63504549.9214702,49.36,1.0089,43.185,0.07,0.026732591933981,0,69004.3316921497,12821.3225525724,2629.69599953072,6087.35353184285,8931.73205188172,5907.78221247209,0,0,0,0,0,0,158845.259027736,17241.5412115747,3514.13718674789,12425.4346293021,20287.9266678934,8497.40778031337,12.0987644931751,23.3814267677263,0.790836877022935,2.73620003401372,0.526947600734976,5.91312675884958,Revision_6,70043.0431717312,8860.59724571072,1950.85062688623,5489.43802181633,8598.94550214883,4446.13078710585,0,0,0,0,0,0,740.200497655307,114.00083172456,32.3998469714435,56.522179161237,67.1572925945889,66.7211711602032,0,0,0,0,0,0,106525.941030877,105572.618683366,247883.162770724,320246.159161498,192026.372055361
926,8,926_8,Vänjaurbäck,no_N,no_thin,no_P,F,A,not_thinned,Lappland,64.3975053746,18.5766262684,24,49,95,2015,0,0,2959.92319763907,62.9731508099029,47.0029394999497,5627.34985243482,57630903.380823,51.36,0.89471,42.054,0.083333333333333,0.017845592709145,0.000178654432016,69463.0448913678,14361.2018259916,2646.24670373109,6529.60958114879,9783.47181492582,6125.17899448453,0,0,0,0,0,0,178885.355195189,20466.46885911,4155.37653009637,14220.8698096769,23185.1908257453,9954.49578237677,2.83420477773966,4.94118596574792,0.218923800747189,0.625493145851849,0.074502245127056,1.37544511768739,Revision_6,27564.0308114427,2831.4036487344,842.425860751485,1833.88813935188,2697.83595891877,1741.89540099277,296.00665584627,243.845227539493,12.5660761393268,5.19178453204247,41.2041278417192,61.9518782278233,1313.99305881291,207.588565252224,56.1364362264808,102.154629947684,127.197624007918,117.003825540154,296.00665584627,243.845227539493,12.5660761393268,5.19178453204247,41.2041278417192,61.9518782278233,111548.645648876,109363.457681747,267212.914384372,289050.072327566,217728.070394073
926,9,926_9,Vänjaurbäck,Nxtra,thin,no_P,D,A,thinning+N,Lappland,64.3975053746,18.5766262684,24,49,95,2015,0,80,3747.64596475404,93.4009432557396,40.1242839110593,7149.05750444851,62837792.8362515,59.64,1.0299,41.324,0.086666666666667,0.020976019893798,0,43662.6139644035,9746.72174378159,1668.50979904485,4291.69380465423,6504.04090892308,3942.36371512924,0,0,0,0,0,0,98573.2884796854,14271.7404654612,2020.0412640006,9965.50011458234,16069.0081334928,5408.79966941271,46.3853201775004,57.476532063387,2.43843349205804,7.59498961896535,4.04693743782361,14.9048972655893,Revision_6,85482.1102629345,14261.7756263797,2658.82164589038,7755.51974130679,12137.6013415071,6238.27210448442,87.3820593048366,77.4121413717283,3.92333425804133,3.52908320469198,10.9676108150054,20.0052714128048,18439.9005292673,3448.41578517692,758.646947300916,1587.34856012155,2179.73044523656,1672.95660484696,87.3820593048366,77.4121413717283,3.92333425804133,3.52908320469198,10.9676108150054,20.0052714128048,99759.1136416879,75290.481511574,178001.015161568,275178.54545956,124830.57032373
927,2,927_2,Malå,Nxtra,thin,Pxtra,E,A,thinning+NP,Lappland,65.1325542592,19.107347354,26,45,91,2015,300,80,3079.6526190027,74.9938210400553,41.0654181410201,5846.68873882751,51191034.2254438,60.16,0.92696,38.066,0.103333333333333,0.015993862420595,3.46127827928229E-05,50047.0750984254,10841.0482318728,2024.43857782997,4712.91316173831,6812.1429141471,4673.294411775,0,0,0,0,0,0,148360.438463243,18530.2426730808,3045.48203406448,13360.8354423044,21749.7565605007,7874.24331257348,20.3806828281102,39.3439348584258,1.41066309852805,4.67199355752201,0.741237523005525,10.1831167609509,Revision_8,85885.699219542,12836.0434594787,2983.69674909929,7003.16891302062,10179.6895820318,6545.63848310915,44.079943769404,34.3481733014562,2.10531104942957,3.18716228010521,4.91675324122069,9.453083257405,23381.1130858569,3719.46167361111,1048.5072016825,1807.74204307988,2084.43434523768,2170.45074145426,44.079943769404,34.3481733014562,2.10531104942957,3.18716228010521,4.91675324122069,9.453083257405,115581.709571807,85191.0965243391,244607.844287146,338529.756947574,183296.998612692
927,4,927_4,Malå,Nxtra,no_thin,no_P,K,A,not_thinned+N,Lappland,65.1325542592,19.107347354,26,45,91,2015,0,80,3317.69718660565,79.6977716551379,41.6284811696083,6249.72401377358,47126380.4915575,70.4,0.92749,38.61,0.076666666666667,0.019436802345363,4.48710651543483E-05,76118.9870656497,14923.4480701479,3131.40483476775,6728.24653904211,9353.13325345333,6998.57449625589,0,0,0,0,0,0,259270.091006128,25086.2801171049,5626.39842447386,18821.6098061657,30651.2413165496,13354.8017803358,357.460009278688,385.650292895438,18.5909092445796,53.6355331569845,32.5255771674526,103.000152676238,Revision_8,48110.8264407742,4281.32613327287,1469.70375763093,2917.38936703665,4131.8709632857,2919.76811071854,645.437326801587,445.506418858708,25.0669845781085,10.7107190003543,103.13372941375,110.871808917038,650.99718122433,121.441256922507,29.9043990524997,52.9216349135005,58.6126138766053,64.7184237202662,645.437326801587,445.506418858708,25.0669845781085,10.7107190003543,103.13372941375,110.871808917038,119526.963371399,117654.763189158,377206.831251209,418932.896685466,308804.379353872
927,6,927_6,Malå,no_N,thin,no_P,A,A,thinning,Lappland,65.1325542592,19.107347354,24,45,91,2015,0,0,2492.05113985056,48.0992209433823,51.8106341635753,4765.51543302816,62426130.7577796,39.92,0.79254,41.062,0.073333333333333,0.011702798036653,0.000179767400308,58331.8841266883,11616.6998153153,2381.17595513339,5216.48193093633,7335.66768375047,5355.42843482442,0,0,0,0,0,0,134738.134946867,17345.4602572321,3416.22472008606,11192.3229972495,18187.8825743324,8107.33800595907,15.7793124482374,23.4600105814331,1.07444618693922,3.03193837761177,0.658437650362751,6.50983849950631,Revision_8,40870.6178549335,5739.15739533889,1558.99161893245,3057.45829785893,4117.62529257965,3256.43664155567,82.2147843629969,67.4424898212283,3.1684744997982,8.4055612610947,13.4992630220373,16.1723839474951,8417.99069255019,1563.06025586964,385.112376750023,701.112156031396,827.002752253945,831.158891812574,82.2147843629969,67.4424898212283,3.1684744997982,8.4055612610947,13.4992630220373,16.1723839474951,103968.664536696,92634.6889549767,211608.303093155,251829.067543584,166692.142921435
927,7,927_7,Malå,Nxtra,thin,no_P,D,A,thinning+N,Lappland,65.1325542592,19.107347354,25,45,91,2015,0,80,2920.98945516806,67.2299942295169,43.4477124183007,5533.10368962557,55914805.8033702,52.24,0.9792,42.544,0.083333333333333,0.019770010171697,2.73856571361933E-05,51290.0050270231,11783.6831721456,2127.90424300368,4943.5325374889,7075.97829512018,4966.02315819013,0,0,0,0,0,0,131501.653032868,17069.0940575922,2848.58626748758,11861.6020927721,19359.2147127105,7255.10216977598,720.167002171843,605.704742841215,39.9523731915548,93.021104720814,58.1474760942369,177.647197657289,Revision_8,80217.0724046856,12876.1074081536,2734.89951353733,6827.04535922627,10249.6840174544,6148.59812061516,340.332451844298,271.088012621489,14.8866559110003,4.72858142756336,44.8440457603726,70.5893149565736,10695.8937381374,1966.8994637734,494.14290357927,884.908692416724,1020.35247668977,1062.45840490768,340.332451844298,271.088012621489,14.8866559110003,4.72858142756336,44.8440457603726,70.5893149565736,100050.120264948,85275.0079491304,222012.836641443,311389.768116077,163280.93545072
